inventory_id,part_num,color_id,quantity,is_spare,img_url
2658,11153,15,2,False,https://cdn.rebrickable.com/media/parts/elements/4518992.jpg
2658,14769,15,2,False,https://cdn.rebrickable.com/media/parts/elements/6044691.jpg
2658,15573,15,2,False,https://cdn.rebrickable.com/media/parts/elements/379401.jpg
2658,2412b,15,90,False,https://cdn.rebrickable.com/media/parts/elements/241201.jpg
2658,2420,15,1,False,https://cdn.rebrickable.com/media/parts/elements/242001.jpg
2658,2431,41,39,False,https://cdn.rebrickable.com/media/parts/elements/4586557.jpg
2658,2431,15,5,False,https://cdn.rebrickable.com/media/parts/elements/243101.jpg
2658,2436,15,2,False,https://cdn.rebrickable.com/media/parts/elements/4159314.jpg
2658,2445,15,3,False,https://cdn.rebrickable.com/media/parts/elements/244501.jpg
2658,2460,72,2,False,https://cdn.rebrickable.com/media/parts/elements/4211129.jpg
2658,2639,15,1,False,https://cdn.rebrickable.com/media/parts/elements/4212128.jpg
2658,3004,15,3,False,https://cdn.rebrickable.com/media/parts/elements/300401.jpg
2658,3020,15,17,False,https://cdn.rebrickable.com/media/parts/elements/302001.jpg
2658,3021,15,18,False,https://cdn.rebrickable.com/media/parts/elements/302101.jpg
2658,3023,15,42,False,https://cdn.rebrickable.com/media/parts/elements/302301.jpg
2658,3023,41,98,False,https://cdn.rebrickable.com/media/parts/elements/6051918.jpg
2658,3024,41,1,True,https://cdn.rebrickable.com/media/parts/elements/6051920.jpg
2658,3024,72,4,False,https://cdn.rebrickable.com/media/parts/elements/4210719.jpg
2658,3024,15,1,True,https://cdn.rebrickable.com/media/parts/elements/302401.jpg
2658,3024,41,18,False,https://cdn.rebrickable.com/media/parts/elements/6051920.jpg
2658,3024,15,22,False,https://cdn.rebrickable.com/media/parts/elements/302401.jpg
2658,3024,72,1,True,https://cdn.rebrickable.com/media/parts/elements/4210719.jpg
2658,3034,71,1,False,https://cdn.rebrickable.com/media/parts/elements/4211406.jpg
2658,3035,15,3,False,https://cdn.rebrickable.com/media/parts/elements/303501.jpg
2658,3036,71,4,False,https://cdn.rebrickable.com/media/parts/elements/4211408.jpg
2658,3068b,72,6,False,https://cdn.rebrickable.com/media/parts/elements/4211055.jpg
2658,3069b,0,4,False,https://cdn.rebrickable.com/media/parts/elements/306926.jpg
2658,3069b,41,14,False,https://cdn.rebrickable.com/media/parts/elements/4585132.jpg
2658,3069b,72,4,False,https://cdn.rebrickable.com/media/parts/elements/4211052.jpg
2658,3069b,15,13,False,https://cdn.rebrickable.com/media/parts/elements/306901.jpg
2658,3070b,72,1,True,https://cdn.rebrickable.com/media/parts/elements/4210848.jpg
2658,3070b,72,4,False,https://cdn.rebrickable.com/media/parts/elements/4210848.jpg
2658,3070b,15,1,True,https://cdn.rebrickable.com/media/parts/elements/307001.jpg
2658,3070b,15,7,False,https://cdn.rebrickable.com/media/parts/elements/307001.jpg
2658,3460,15,2,False,https://cdn.rebrickable.com/media/parts/elements/346001.jpg
2658,3623,15,20,False,https://cdn.rebrickable.com/media/parts/elements/362301.jpg
2658,3666,15,6,False,https://cdn.rebrickable.com/media/parts/elements/366601.jpg
2658,3701,15,4,False,https://cdn.rebrickable.com/media/parts/elements/370101.jpg
2658,3710,15,21,False,https://cdn.rebrickable.com/media/parts/elements/371001.jpg
